Accession,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Genotype,Geo_Location,USA,Host,Isolation_Source,Collection_Date
OL887456,2021-12-17,AY.47,4.3.1/1.23.1/v0.1.12/0.3.19,true,OH-CDC-ASC210427383,Severe acute respiratory syndrome-related coronavirus,29816,complete,,USA: Ohio,OH,Homo sapiens,,2021-11-18
OP017805,2022-07-19,BA.4,4.3.1/1.23.1/v0.1.12/0.3.19,true,NC-CDC-LC0760908,Severe acute respiratory syndrome-related coronavirus,29612,complete,,USA: North Carolina,NC,Homo sapiens,oronasopharynx,2022-07-08
ON981511,2022-07-13,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,,WA-S21040,Severe acute respiratory syndrome-related coronavirus,29759,complete,,"USA: Washington,King County",WA,Homo sapiens,,2022-06-10
ON608125,2022-05-26,BA.4.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-LC0642491,Severe acute respiratory syndrome-related coronavirus,29712,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2022-05-12
OL540740,2021-11-18,B.1.602,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDPH-2000022541,Severe acute respiratory syndrome-related coronavirus,29821,complete,,USA,,Homo sapiens,,2021-01-05
ON946001,2022-07-08,BA.5.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-QDX38155978,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-06-18
OL929100,2021-12-20,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,NM-CDC-ASC210425220,Severe acute respiratory syndrome-related coronavirus,29810,complete,,USA: New Mexico,NM,Homo sapiens,,2021-11-16
OM519466,2022-02-04,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,true,NE-CDC-LC0502631,Severe acute respiratory syndrome-related coronavirus,29687,complete,,USA: Nebraska,NE,Homo sapiens,oronasopharynx,2022-01-15
OL923314,2021-12-20,AY.119,4.3.1/1.23.1/v0.1.12/0.3.19,true,OH-CDC-ASC210401558,Severe acute respiratory syndrome-related coronavirus,29816,complete,,USA: Ohio,OH,Homo sapiens,,2021-11-14
OM351558,2022-01-24,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,,CO-CDPHE-2102621039,Severe acute respiratory syndrome-related coronavirus,29752,complete,,USA,,Homo sapiens,,2021-12-29
MZ034946,2021-04-27,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-000051348,Severe acute respiratory syndrome-related coronavirus,29812,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-04-05
OL883762,2021-12-17,AY.43,4.3.1/1.23.1/v0.1.12/0.3.19,true,MD-CDC-LC0413099,Severe acute respiratory syndrome-related coronavirus,29795,complete,,USA: Maryland,MD,Homo sapiens,oronasopharynx,2021-12-01
OR308730,2023-07-20,B.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,,Mayo4440,Severe acute respiratory syndrome-related coronavirus,29829,complete,,USA,,Homo sapiens,,2020-08-10
ON825211,2022-06-23,BA.4.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0705279,Severe acute respiratory syndrome-related coronavirus,29713,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-06-07
MZ731936,2021-08-09,B.1.429,4.3.1/1.23.1/v0.1.12/0.3.19,,UT-UPHL-210722005694,Severe acute respiratory syndrome-related coronavirus,29806,complete,,USA,,Homo sapiens,,2021-03-13
OM787177,2022-02-23,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NH-CDC-LC0532933,Severe acute respiratory syndrome-related coronavirus,29684,complete,,USA: New Hampshire,NH,Homo sapiens,oronasopharynx,2022-02-07
OM464698,2022-02-01,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-CNMMNC73C,Severe acute respiratory syndrome-related coronavirus,29873,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-01-16
OL735117,2021-12-06,AY.100,4.3.1/1.23.1/v0.1.12/0.3.19,true,NH-CDC-LC0393369,Severe acute respiratory syndrome-related coronavirus,29768,complete,,USA: New Hampshire,NH,Homo sapiens,oronasopharynx,2021-11-12
OQ194163,2023-01-07,BQ.1.1.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-OC-4378,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA,,Homo sapiens,,2022-12-24
OM693652,2022-02-16,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NM-CDC-LC0524571,Severe acute respiratory syndrome-related coronavirus,29654,complete,,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2022-01-27
OM533885,2022-02-06,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-FG-253767,Severe acute respiratory syndrome-related coronavirus,29795,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-01-22
OM697384,2022-02-16,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-LC0516894,Severe acute respiratory syndrome-related coronavirus,29717,complete,,USA: New York,NY,Homo sapiens,oronasopharynx,2022-02-02
OP119397,2022-08-02,BA.5.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0794344,Severe acute respiratory syndrome-related coronavirus,29721,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-07-19
MZ383019,2021-06-14,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,,GD-SID-C21185618,Severe acute respiratory syndrome-related coronavirus,29811,complete,,USA,,Homo sapiens,oronasopharynx,2021-05-18
OP733269,2022-10-27,BA.5.1.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-STM-779GAUABB,Severe acute respiratory syndrome-related coronavirus,29835,complete,,USA: Indiana,IN,Homo sapiens,oronasopharynx,2022-10-09
MW964070,2021-04-19,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-STM-000033217,Severe acute respiratory syndrome-related coronavirus,29882,complete,,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2021-03-11
OP988721,2022-12-12,XBD,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-STM-XHR43TSZJ,Severe acute respiratory syndrome-related coronavirus,29820,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-11-26
OL736491,2021-12-06,AY.44,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-LC0391707,Severe acute respiratory syndrome-related coronavirus,29733,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-11-15
ON896365,2022-07-01,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,OH-CDC-LC0719694,Severe acute respiratory syndrome-related coronavirus,29727,complete,,USA: Ohio,OH,Homo sapiens,oronasopharynx,2022-06-17
OM540006,2022-02-07,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-QDX33015341,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-01-18
ON145321,2022-04-04,BA.2.9,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-ASC210738764,Severe acute respiratory syndrome-related coronavirus,29746,complete,,USA: California,CA,Homo sapiens,,2022-03-24
ON656039,2022-06-02,BA.4.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-STM-VB6CA229F,Severe acute respiratory syndrome-related coronavirus,29835,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2022-05-22
MZ072439,2021-05-03,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,WI-CDC-LC0048256,Severe acute respiratory syndrome-related coronavirus,29695,complete,,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,2021-04-16
ON100243,2022-03-29,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,,VA_FBCH_1899,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA: VA,VA,Homo sapiens,,2021-12-20
MZ310345,2021-05-27,B.1.1.519,4.3.1/1.23.1/v0.1.12/0.3.19,,AK-PHL8855,Severe acute respiratory syndrome-related coronavirus,29812,complete,,"USA: Alaska, Anchorage-Mat Su",AK,Homo sapiens,,2021-05-15
MZ163445,2021-05-11,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,PA-CDC-STM-000061857,Severe acute respiratory syndrome-related coronavirus,29812,complete,,USA: Pennsylvania,PA,Homo sapiens,oronasopharynx,2021-04-22
OL969442,2021-12-23,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,true,OH-CDC-ASC210528048,Severe acute respiratory syndrome-related coronavirus,29811,complete,,USA: Ohio,OH,Homo sapiens,,2021-12-04
OP607869,2022-10-11,BA.5.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,GA-CDC-STM-GNWF27ZNM,Severe acute respiratory syndrome-related coronavirus,29839,complete,,USA: Georgia,GA,Homo sapiens,oronasopharynx,2022-09-24
OM410020,2022-01-27,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-LC0485676,Severe acute respiratory syndrome-related coronavirus,29686,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-01-10
OM699683,2022-02-16,BA.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-STM-66XBVB7NP,Severe acute respiratory syndrome-related coronavirus,29873,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2022-02-01
OQ095940,2022-12-20,BA.5.2.6,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-OC-4196,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA,,Homo sapiens,,2022-11-28
MW991129,2021-04-22,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,TN-CDC-ASC210028665,Severe acute respiratory syndrome-related coronavirus,29850,complete,,USA: Tennessee,TN,Homo sapiens,,2021-03-31
OM622774,2022-02-09,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,KY-CDC-LC0512377,Severe acute respiratory syndrome-related coronavirus,29687,complete,,USA: Kentucky,KY,Homo sapiens,oronasopharynx,2022-01-18
ON781917,2022-06-16,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-STM-C39WM9N8G,Severe acute respiratory syndrome-related coronavirus,29842,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-06-06
OP026975,2022-07-21,BA.5.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-LC0769604,Severe acute respiratory syndrome-related coronavirus,29684,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-07-08
OM328672,2022-01-21,AY.39,4.3.1/1.23.1/v0.1.12/0.3.19,true,SD-CDC-2-5380534,Severe acute respiratory syndrome-related coronavirus,29858,complete,,USA: SD,SD,Homo sapiens,oronasopharynx,2021-12-20
OP285242,2022-08-23,BA.4.6,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-LC0837001,Severe acute respiratory syndrome-related coronavirus,29712,complete,,USA: New Jersey,NJ,Homo sapiens,oronasopharynx,2022-08-10
OP577282,2022-10-03,BA.4.6.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-QDX41638276,Severe acute respiratory syndrome-related coronavirus,29709,complete,,USA: New Jersey,NJ,Homo sapiens,oronasopharynx,2022-09-20
OL754459,2021-12-07,AY.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-DSHS-11350,Severe acute respiratory syndrome-related coronavirus,29701,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-07-31
ON836499,2022-06-24,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-STM-Y8YG4Y3R6,Severe acute respiratory syndrome-related coronavirus,29850,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-06-09
OM944091,2022-03-09,BA.1.1.14,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-FG-286701,Severe acute respiratory syndrome-related coronavirus,29795,complete,,USA: New York,NY,Homo sapiens,,2022-02-21
OP912300,2022-11-29,BA.5.2.21,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-STM-VAK3398NN,Severe acute respiratory syndrome-related coronavirus,29832,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-11-16
OM497154,2022-02-03,BA.1.20,4.3.1/1.23.1/v0.1.12/0.3.19,true,KS-CDC-LC0497058,Severe acute respiratory syndrome-related coronavirus,29717,complete,,USA: Kansas,KS,Homo sapiens,oronasopharynx,2022-01-16
OP730154,2022-10-27,BA.5.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-QDX40456445,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: New Jersey,NJ,Homo sapiens,oronasopharynx,2022-08-17
OQ154591,2023-01-02,BA.4.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDPH-FS48075482,Severe acute respiratory syndrome-related coronavirus,29759,complete,,USA,,Homo sapiens,,2022-08-26
ON085043,2022-03-28,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,,19367,Severe acute respiratory syndrome-related coronavirus,29821,complete,,"USA: ADA, ID",ID,Homo sapiens,oronasopharynx,2020-10-07
OM861477,2022-02-28,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,VA-CDC-ASC210818238,Severe acute respiratory syndrome-related coronavirus,29791,complete,,USA: Virginia,VA,Homo sapiens,,2022-02-16
OL881849,2021-12-17,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,WI-CDC-LC0416776,Severe acute respiratory syndrome-related coronavirus,29766,complete,,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,2021-11-29
OP368307,2022-09-06,BA.5.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-QDX40623123,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2022-08-22
ON348029,2022-04-26,BA.2.37,4.3.1/1.23.1/v0.1.12/0.3.19,true,AZ-CDC-STM-JQ72SHVGB,Severe acute respiratory syndrome-related coronavirus,29848,complete,,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2022-04-11
ON305794,2022-04-20,BA.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-UPHL-220417447191,Severe acute respiratory syndrome-related coronavirus,29772,complete,,USA,,Homo sapiens,,2022-01-26
MW338775,2020-12-07,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,,VA-DCLS-2178,Severe acute respiratory syndrome-related coronavirus,29870,complete,,USA: Virginia,VA,Homo sapiens,,2020-11
MZ193591,2021-05-14,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-IBX083571408782,Severe acute respiratory syndrome-related coronavirus,29816,complete,,USA: Minnesota,MN,Homo sapiens,,2021-04-24
ON976861,2022-07-13,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0750140,Severe acute respiratory syndrome-related coronavirus,29726,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-06-28
OP327201,2022-08-30,BA.5.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,VA-VTVAS3-GSC36950,Severe acute respiratory syndrome-related coronavirus,29738,complete,,USA: Virginia,VA,Homo sapiens,,2022-07-05
OP424901,2022-09-13,BA.5.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0870266,Severe acute respiratory syndrome-related coronavirus,29625,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-08-31
OQ142474,2022-12-29,BQ.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-QDX44485261,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-12-10
ON632730,2022-05-31,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-QDX36853187,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-05-06
OM344404,2022-01-22,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-LC0474819,Severe acute respiratory syndrome-related coronavirus,29750,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-01-04
OP177306,2022-08-09,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-LC0805564,Severe acute respiratory syndrome-related coronavirus,29712,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-07-28
OP126778,2022-08-02,BA.5.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-QDX39121244,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: New York,NY,Homo sapiens,oronasopharynx,2022-07-15
OL736632,2021-12-06,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-LC0388908,Severe acute respiratory syndrome-related coronavirus,29623,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2021-11-15
OM071342,2021-12-31,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,MA-CDCBI-CRSP_GLK4JC6HB5FFI53H,Severe acute respiratory syndrome-related coronavirus,29844,complete,,USA: Massachusetts,MA,Homo sapiens,,2021-12-17
OM223930,2022-01-11,AY.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,MA-CDC-LC0447821,Severe acute respiratory syndrome-related coronavirus,29767,complete,,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-12-15
OQ444801,2023-02-16,BQ.1.1.28,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-QDX46230222,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2023-01-30
MW783347,2021-03-19,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,MA-CDC-STM-000027986,Severe acute respiratory syndrome-related coronavirus,29879,complete,,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-02-28
MW577063,2021-02-05,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,,NMDOH-2021021354,Severe acute respiratory syndrome-related coronavirus,29837,complete,,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-13
OL805927,2021-12-10,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,true,MA-CDC-STM-V9ZB3RVPW,Severe acute respiratory syndrome-related coronavirus,29860,complete,,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-11-29
OK148860,2021-09-16,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,,FL-BPHL-6606,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: FL,FL,Homo sapiens,,2021-04-23
OK223831,2021-09-22,AY.44,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-ASC210100217,Severe acute respiratory syndrome-related coronavirus,29825,complete,,USA: Florida,FL,Homo sapiens,,2021-09-01
OM831911,2022-02-25,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MO-CDC-QDX33832326,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA: Missouri,MO,Homo sapiens,oronasopharynx,2022-02-12
OM121247,2022-01-04,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,NV-CDC-LC0441371,Severe acute respiratory syndrome-related coronavirus,29767,complete,,USA: Nevada,NV,Homo sapiens,oronasopharynx,2021-12-14
OP568708,2022-10-03,BE.1.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-QDX41542959,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-09-15
OQ113443,2022-12-23,BF.7.4.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MD-CDC-QDX44272960,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Maryland,MD,Homo sapiens,oronasopharynx,2022-12-03
OR621831,2023-10-02,BQ.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,,MI-SH_MSU-H07_I_0690_54,Severe acute respiratory syndrome-related coronavirus,29715,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-12-04
ON788486,2022-06-17,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0691411,Severe acute respiratory syndrome-related coronavirus,29631,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-05-27
MW960461,2021-04-19,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,,TX-DSHS-5449,Severe acute respiratory syndrome-related coronavirus,29727,complete,,USA: TX,TX,Homo sapiens,,2021-01-19
ON939254,2022-07-07,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-STM-YQPFYFTJV,Severe acute respiratory syndrome-related coronavirus,29847,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-06-27
MZ454553,2021-06-28,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,,MN-UMGC-2397,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: Minnesota,MN,Homo sapiens,,2021-05-06
OL986772,2021-12-22,AY.44,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-FG-192397,Severe acute respiratory syndrome-related coronavirus,29800,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2021-12-10
ON541594,2022-05-18,BA.2.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,MD-CDC-QDX36558407,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: Maryland,MD,Homo sapiens,oronasopharynx,2022-04-29
MZ060305,2021-04-30,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-000055304,Severe acute respiratory syndrome-related coronavirus,29812,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-04-12
OQ112031,2022-12-23,BA.5.2.20,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDPH-FS25391050,Severe acute respiratory syndrome-related coronavirus,29670,complete,,USA,,Homo sapiens,,2022-11-14
OM075064,2021-12-31,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB12252703,Severe acute respiratory syndrome-related coronavirus,29773,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-12-18
ON150522,2022-04-04,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-UPHL-220324784997,Severe acute respiratory syndrome-related coronavirus,29772,complete,,USA,,Homo sapiens,,2022-02-26
OP227286,2022-08-16,BA.5.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-QDX39414392,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-07-25
ON038082,2022-03-21,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,AZ-CDC-QDX34478948,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2022-03-01
MZ142519,2021-05-06,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-LC0051911,Severe acute respiratory syndrome-related coronavirus,29695,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-04-21
OR211992,2023-06-29,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDPH-FS25388792,Severe acute respiratory syndrome-related coronavirus,29637,complete,,USA,,Homo sapiens,,2022-09-01
MW768075,2021-03-18,B.1.429,4.3.1/1.23.1/v0.1.12/0.3.19,,SC-COVID21-0760,Severe acute respiratory syndrome-related coronavirus,29842,complete,,"USA: SC, DILLON",SC,Homo sapiens,oronasopharynx,2021-03-01
ON498417,2022-05-12,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,OR-CDC-LC0606570,Severe acute respiratory syndrome-related coronavirus,29664,complete,,USA: Oregon,OR,Homo sapiens,oronasopharynx,2022-04-28
OP362523,2022-09-02,BA.5.5,4.3.1/1.23.1/v0.1.12/0.3.19,,USA_UT-IDEL-20220817057_2022_NC045512.2_consensus,Severe acute respiratory syndrome-related coronavirus,29657,complete,,USA: Utah,UT,Homo sapiens,oronasopharynx,2022-08-06
OM619120,2022-02-09,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-ASC210684570,Severe acute respiratory syndrome-related coronavirus,29792,complete,,USA: Indiana,IN,Homo sapiens,,2022-01-26
ON824799,2022-06-23,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-LC0703050,Severe acute respiratory syndrome-related coronavirus,29664,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-06-06
OP148300,2022-08-04,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-STM-4SE85YA66,Severe acute respiratory syndrome-related coronavirus,29806,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2022-07-23
OL869772,2021-12-15,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,,WV126601,Severe acute respiratory syndrome-related coronavirus,29769,complete,,USA: West Virginia,WV,Homo sapiens,,2021-11-18
OL804318,2021-12-10,AY.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,NM-UNM-TC2021187914,Severe acute respiratory syndrome-related coronavirus,29701,complete,,USA: New Mexico,NM,Homo sapiens,,2021-08-25
OM623303,2022-02-09,BA.1.20,4.3.1/1.23.1/v0.1.12/0.3.19,true,IA-CDC-LC0513457,Severe acute respiratory syndrome-related coronavirus,29686,complete,,USA: Iowa,IA,Homo sapiens,oronasopharynx,2022-01-20
ON828844,2022-06-23,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-QDX37705939,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-06-01
MZ386338,2021-06-14,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-ASC210106882,Severe acute respiratory syndrome-related coronavirus,29880,complete,,USA: Colorado,CO,Homo sapiens,,2021-06-03
OQ000499,2022-12-13,BQ.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-UPHL-221206474299,Severe acute respiratory syndrome-related coronavirus,29757,complete,,USA,,Homo sapiens,,2022-11-09
